"","Player","From","To","plyrprofs"
"125","Red Robbins",1968,1975,"/players/r/robbire01.html"
"126","Andre Roberson",2014,2018,"/players/r/roberan03.html"
"127","Anthony Roberson",2006,2009,"/players/r/roberan02.html"
"128","Rick Roberson",1970,1976,"/players/r/roberri01.html"
"129","Terrance Roberson",2001,2001,"/players/r/roberte01.html"
"130","Anthony Roberts",1978,1984,"/players/r/roberan01.html"
"131","Bill Roberts",1949,1950,"/players/r/roberbi01.html"
"132","Brian Roberts",2013,2017,"/players/r/roberbr01.html"
"133","Fred Roberts",1984,1997,"/players/r/roberfr01.html"
"134","Joe Roberts",1961,1968,"/players/r/roberjo01.html"
"135","Lawrence Roberts",2006,2007,"/players/r/roberla01.html"
"136","Marv Roberts",1972,1977,"/players/r/roberma01.html"
"137","Stanley Roberts",1992,2000,"/players/r/roberst01.html"
"138","Alvin Robertson",1985,1996,"/players/r/roberal01.html"
"139","Oscar Robertson*",1961,1974,"/players/r/roberos01.html"
"140","Ryan Robertson",2000,2000,"/players/r/roberry01.html"
"141","Tony Robertson",1978,1979,"/players/r/roberto01.html"
"142","Rick Robey",1979,1986,"/players/r/robeyri01.html"
